"FlyBaseID","Fold.Enrichment","FDR.p.value","Human.GeneID","Human.Symbol"
"FBgn0010609",1.73,0,2182,"ACSL4"
"FBgn0010651",1.57,0,246213,"SLC17A8"
"FBgn0010651",1.57,0,57084,"SLC17A6"
"FBgn0010651",1.57,0,57030,"SLC17A7"
"FBgn0010762",1.86,0,57459,"GATAD2B"
"FBgn0010762",1.86,0,54815,"GATAD2A"
"FBgn0010762",1.89,0,57459,"GATAD2B"
"FBgn0010762",1.89,0,54815,"GATAD2A"
"FBgn0010768",1.69,0,149076,"ZNF362"
"FBgn0010772",2.19,0,8227,"AKAP17A"
"FBgn0010909",2.33,0,9448,"MAP4K4"
"FBgn0010909",2.33,0,50488,"MINK1"
"FBgn0010909",2.33,0,23043,"TNIK"
"FBgn0010909",2.33,0,203447,"NRK"
"FBgn0010926",2.19,0,8602,"NOP14"
"FBgn0011016",2.1,0,6746,"SSR2"
"FBgn0011236",2.01,0,604,"BCL6"
"FBgn0011284",1.66,0.00018,6191,"RPS4X"
"FBgn0011284",1.66,0.00018,6192,"RPS4Y1"
"FBgn0011284",1.66,0.00018,140032,"RPS4Y2"
"FBgn0011290",1.69,0,6883,"TAF12"
"FBgn0011291",1.88,0,6882,"TAF11"
"FBgn0011297",2.29,0,10195,"ALG3"
"FBgn0011305",1.78,0,6428,"SRSF3"
"FBgn0011305",1.85,0,6428,"SRSF3"
"FBgn0011455",1.5,0.0011,4711,"NDUFB5"
"FBgn0011455",2.1,0,4711,"NDUFB5"
"FBgn0011481",1.64,5e-04,23648,"SSBP3"
"FBgn0011481",1.64,5e-04,23635,"SSBP2"
"FBgn0011481",1.64,5e-04,170463,"SSBP4"
"FBgn0011509",1.91,0,58477,"SRPRB"
"FBgn0011584",1.52,0,7095,"SEC62"
"FBgn0011604",2.06,0,6594,"SMARCA1"
"FBgn0011604",2.06,0,8467,"SMARCA5"
"FBgn0011638",1.65,0,6741,"SSB"
"FBgn0011661",1.61,0.00435,4478,"MSN"
"FBgn0011661",1.61,0.00435,7430,"EZR"
"FBgn0011661",1.61,0.00435,5962,"RDX"
"FBgn0011661",1.96,0,4478,"MSN"
"FBgn0011661",1.96,0,7430,"EZR"
"FBgn0011661",1.96,0,5962,"RDX"
"FBgn0011661",1.68,0,4478,"MSN"
"FBgn0011661",1.68,0,7430,"EZR"
"FBgn0011661",1.68,0,5962,"RDX"
"FBgn0011666",1.77,0,124540,"MSI2"
"FBgn0011692",1.86,0,9493,"KIF23"
"FBgn0011704",1.6,5e-04,6241,"RRM2"
"FBgn0011704",1.6,5e-04,50484,"RRM2B"
"FBgn0011704",2.11,0,6241,"RRM2"
"FBgn0011704",2.11,0,50484,"RRM2B"
"FBgn0011706",2.15,0,7248,"TSC1"
"FBgn0011706",2.15,0,9610,"RIN1"
"FBgn0011706",1.94,0,7248,"TSC1"
"FBgn0011706",1.94,0,9610,"RIN1"
"FBgn0011715",1.67,0,6598,"SMARCB1"
"FBgn0011739",1.54,8e-04,9113,"LATS1"
"FBgn0011739",1.54,8e-04,26524,"LATS2"
"FBgn0011741",1.83,8e-04,64431,"ACTR6"
"FBgn0011747",1.62,0.00269,286,"ANK1"
"FBgn0011747",1.65,0.00057,286,"ANK1"
"FBgn0011760",1.61,0.00069,140735,"DYNLL2"
"FBgn0011760",1.61,0.00069,8655,"DYNLL1"
"FBgn0011764",2.08,0,3146,"HMGB1"
"FBgn0011764",2.08,0,3148,"HMGB2"
"FBgn0011764",2.08,0,3149,"HMGB3"
"FBgn0011764",2.08,0,127540,"HMGB4"
"FBgn0011768",1.59,0.00051,128,"ADH5"
"FBgn0011768",1.59,0.00051,124,"ADH1A"
"FBgn0011768",1.59,0.00051,125,"ADH1B"
"FBgn0011768",1.59,0.00051,131,"ADH7"
"FBgn0011768",1.59,0.00051,130,"ADH6"
"FBgn0011768",1.59,0.00051,127,"ADH4"
"FBgn0011785",1.88,0,254065,"BRWD3"
"FBgn0011785",1.88,0,54014,"BRWD1"
"FBgn0011785",1.88,0,55023,"PHIP"
"FBgn0011787",1.6,0.00047,6182,"MRPL12"
"FBgn0011817",1.53,8e-04,51701,"NLK"
"FBgn0011836",1.58,0.00051,6873,"TAF2"
"FBgn0012034",1.71,0,55902,"ACSS2"
"FBgn0012034",1.71,0,84532,"ACSS1"
"FBgn0012036",1.7,0,217,"ALDH2"
"FBgn0012036",1.7,0,219,"ALDH1B1"
"FBgn0013263",1.86,0,112939,"NACC1"
"FBgn0013263",1.86,0,7709,"ZBTB17"
"FBgn0013263",1.86,0,9880,"ZBTB39"
"FBgn0013263",2.04,0,112939,"NACC1"
"FBgn0013263",2.04,0,7709,"ZBTB17"
"FBgn0013263",2.04,0,9880,"ZBTB39"
"FBgn0013263",1.6,0,112939,"NACC1"
"FBgn0013263",1.6,0,7709,"ZBTB17"
"FBgn0013263",1.6,0,9880,"ZBTB39"
"FBgn0013305",1.9,0,2907,"GRINA"
"FBgn0013305",1.9,0,23017,"FAIM2"
"FBgn0013305",1.9,0,64114,"TMBIM1"
"FBgn0013342",1.89,0,6843,"VAMP1"
"FBgn0013342",1.89,0,9341,"VAMP3"
"FBgn0013342",1.89,0,6844,"VAMP2"
"FBgn0013343",2.06,0,6804,"STX1A"
"FBgn0013343",2.06,0,112755,"STX1B"
"FBgn0013343",2.06,0,2054,"STX2"
"FBgn0013343",2.06,0,6809,"STX3"
"FBgn0013432",1.58,0.00515,57128,"LYRM4"
"FBgn0013733",1.5,0,667,"DST"
"FBgn0013733",1.5,0,23499,"MACF1"
"FBgn0013749",2.11,0,381,"ARF5"
"FBgn0013749",2.11,0,378,"ARF4"
"FBgn0013753",1.89,0,865,"CBFB"
"FBgn0013763",1.5,8e-04,27159,"CHIA"
"FBgn0013763",1.5,8e-04,5016,"OVGP1"
"FBgn0013763",1.5,8e-04,1118,"CHIT1"
"FBgn0013799",1.58,0,10522,"DEAF1"
"FBgn0013983",2.18,0,8737,"RIPK1"
"FBgn0014001",1.75,0,5058,"PAK1"
"FBgn0014001",1.75,0,5063,"PAK3"
"FBgn0014001",1.75,0,5062,"PAK2"
"FBgn0014002",1.58,0.00051,5034,"P4HB"
"FBgn0014002",1.58,0.00051,2923,"PDIA3"
"FBgn0014002",1.58,0.00051,9601,"PDIA4"
"FBgn0014002",1.58,0.00051,64714,"PDIA2"
"FBgn0014007",1.58,0.00051,5788,"PTPRC"
"FBgn0014010",1.85,0,5878,"RAB5C"
"FBgn0014010",1.85,0,5869,"RAB5B"
"FBgn0014010",1.85,0,5868,"RAB5A"
"FBgn0014011",1.71,0,5879,"RAC1"
"FBgn0014011",1.71,0,5880,"RAC2"
"FBgn0014011",1.71,0,5881,"RAC3"
"FBgn0014018",1.62,0.00047,4790,"NFKB1"
"FBgn0014018",1.62,0.00047,4791,"NFKB2"
"FBgn0014019",1.55,0.00051,94233,"OPN4"
"FBgn0014024",1.86,0.00067,9733,"SART3"
"FBgn0014092",1.5,8e-04,60491,"NIF3L1"
"FBgn0014127",1.85,0,23397,"NCAPH"
"FBgn0014417",1.55,0.00051,4669,"NAGLU"
"FBgn0014467",2.08,0,1385,"CREB1"
"FBgn0014467",2.08,0,466,"ATF1"
"FBgn0014467",2.08,0,1390,"CREM"
"FBgn0014861",2.16,0,4171,"MCM2"
"FBgn0015011",1.77,0,10768,"AHCYL1"
"FBgn0015011",1.77,0,23382,"AHCYL2"
"FBgn0015019",1.56,0.00067,7203,"CCT3"
"FBgn0015075",1.58,0,1653,"DDX1"
"FBgn0015221",2.19,0,94033,"FTMT"
"FBgn0015222",2.19,0,2495,"FTH1"
"FBgn0015279",1.9,0,5293,"PIK3CD"
"FBgn0015279",1.9,0,5291,"PIK3CB"
"FBgn0015279",1.9,0,5290,"PIK3CA"
"FBgn0015279",1.9,0,5294,"PIK3CG"
"FBgn0015295",1.68,0,7535,"ZAP70"
"FBgn0015295",1.68,0,6850,"SYK"
"FBgn0015296",2.2,0,6464,"SHC1"
"FBgn0015296",2.2,0,53358,"SHC3"
"FBgn0015296",2.2,0,25759,"SHC2"
"FBgn0015296",2.2,0,399694,"SHC4"
"FBgn0015296",1.66,0,6464,"SHC1"
"FBgn0015296",1.66,0,53358,"SHC3"
"FBgn0015296",1.66,0,25759,"SHC2"
"FBgn0015296",1.66,0,399694,"SHC4"
"FBgn0015321",1.73,0,3093,"UBE2K"
"FBgn0015321",1.86,0,3093,"UBE2K"
"FBgn0015321",2.12,0,3093,"UBE2K"
"FBgn0015331",2.32,0,51428,"DDX41"
"FBgn0015359",1.68,0,23587,"ELP5"
"FBgn0015360",1.5,0.0011,64131,"XYLT1"
"FBgn0015360",1.5,0.0011,64132,"XYLT2"
"FBgn0015372",1.78,0,55647,"RAB20"
"FBgn0015402",2.03,0,283455,"KSR2"
"FBgn0015402",2.03,0,8844,"KSR1"
"FBgn0015477",1.96,0,23317,"DNAJC13"
"FBgn0015513",1.85,0,1793,"DOCK1"
"FBgn0015513",1.85,0,1794,"DOCK2"
"FBgn0015513",1.85,0,80005,"DOCK5"
"FBgn0015527",1.74,0,9933,"KIAA0020"
"FBgn0015527",1.77,0.0015,9933,"KIAA0020"
"FBgn0015542",2.09,0,3091,"HIF1A"
"FBgn0015542",2.09,0,2034,"EPAS1"
"FBgn0015542",2.09,0,64344,"HIF3A"
"FBgn0015546",1.67,0,4436,"MSH2"
"FBgn0015569",1.69,0,283848,"CES4A"
"FBgn0015569",1.69,0,8824,"CES2"
"FBgn0015569",1.69,0,221223,"CES5A"
"FBgn0015569",1.69,0,23491,"CES3"
"FBgn0015569",1.69,0,1066,"CES1"
"FBgn0015589",1.8,0,10297,"APC2"
"FBgn0015589",1.8,0,324,"APC"
"FBgn0015614",1.7,0,5535,"PPP3R2"
"FBgn0015614",1.7,0,5534,"PPP3R1"
"FBgn0015614",1.7,0,116143,"WDR92"
"FBgn0015621",1.73,0,10898,"CPSF4"
"FBgn0015621",1.73,0,642843,"CPSF4L"
"FBgn0015765",1.54,0,1432,"MAPK14"
"FBgn0015765",1.54,0,5600,"MAPK11"
"FBgn0015765",1.54,0,5603,"MAPK13"
"FBgn0015766",1.73,0,682,"BSG"
"FBgn0015766",1.73,0,54753,"ZNF853"
"FBgn0015766",1.73,0,3713,"IVL"
"FBgn0015772",1.55,0,22848,"AAK1"
"FBgn0015772",1.55,0,55589,"BMP2K"
"FBgn0015776",2.08,0,481,"ATP1B1"
"FBgn0015776",2.08,0,482,"ATP1B2"
"FBgn0015776",2.08,0,483,"ATP1B3"
"FBgn0015776",2.08,0,23439,"ATP1B4"
"FBgn0015776",2.08,0,496,"ATP4B"
"FBgn0015778",1.54,8e-04,9908,"G3BP2"
"FBgn0015778",1.54,8e-04,10146,"G3BP1"
"FBgn0015778",1.64,5e-04,9908,"G3BP2"
"FBgn0015778",1.64,5e-04,10146,"G3BP1"
"FBgn0015781",1.56,0.00067,65263,"PYCRL"
"FBgn0015781",1.56,0.00067,5831,"PYCR1"
"FBgn0015790",1.64,5e-04,8766,"RAB11A"
"FBgn0015790",1.64,5e-04,9230,"RAB11B"
"FBgn0015791",1.95,0,51552,"RAB14"
"FBgn0015791",1.67,0,51552,"RAB14"
"FBgn0015794",1.83,8e-04,22931,"RAB18"
"FBgn0015803",1.65,0,8874,"ARHGEF7"
"FBgn0015803",1.65,0,9459,"ARHGEF6"
"FBgn0015805",2.2,0,3065,"HDAC1"
"FBgn0015805",2.2,0,3066,"HDAC2"
"FBgn0015808",1.55,0.00051,6342,"SCP2"
"FBgn0015930",2.03,0,131405,"TRIM71"
"FBgn0016041",2.02,0,10452,"TOMM40"
"FBgn0016041",2.02,0,84134,"TOMM40L"
"FBgn0016054",1.65,0,1408,"CRY2"
"FBgn0016054",1.65,0,1407,"CRY1"
"FBgn0016075",1.55,0.00051,1277,"COL1A1"
"FBgn0016075",1.55,0.00051,1284,"COL4A2"
"FBgn0016075",1.55,0.00051,1286,"COL4A4"
"FBgn0016075",1.55,0.00051,1288,"COL4A6"
"FBgn0016075",1.55,0.00051,1294,"COL7A1"
"FBgn0016119",2.27,0,522,"ATP5J"
"FBgn0016126",2.32,0,57118,"CAMK1D"
"FBgn0016126",2.32,0,8536,"CAMK1"
"FBgn0016126",2.32,0,57172,"CAMK1G"
"FBgn0016126",2.32,0,139728,"PNCK"
"FBgn0016126",2.32,0,814,"CAMK4"
"FBgn0016126",1.95,0,57118,"CAMK1D"
"FBgn0016126",1.95,0,8536,"CAMK1"
"FBgn0016126",1.95,0,57172,"CAMK1G"
"FBgn0016126",1.95,0,139728,"PNCK"
"FBgn0016126",1.95,0,814,"CAMK4"
"FBgn0016694",1.71,0,3131,"HLF"
"FBgn0016694",1.71,0,7008,"TEF"
"FBgn0016694",1.71,0,1628,"DBP"
"FBgn0016696",1.81,0,984,"CDK11B"
"FBgn0016696",1.81,0,728642,"CDK11A"
"FBgn0016698",1.73,0,5524,"PPP2R4"
"FBgn0016794",2.33,0,9846,"GAB2"
"FBgn0016794",2.33,0,2549,"GAB1"
"FBgn0016794",2.33,0,128954,"GAB4"
"FBgn0016794",2.33,0,139716,"GAB3"
"FBgn0016794",2.07,0,9846,"GAB2"
"FBgn0016794",2.07,0,2549,"GAB1"
"FBgn0016794",2.07,0,128954,"GAB4"
"FBgn0016794",2.07,0,139716,"GAB3"
"FBgn0016940",1.58,0.00051,6632,"SNRPD1"
"FBgn0016983",1.63,0,4931,"NVL"
"FBgn0017414",1.68,0,201798,"TIGD4"
"FBgn0017414",1.68,0,1059,"CENPB"
"FBgn0017539",1.6,5e-04,6389,"SDHA"
"FBgn0017545",1.83,0.00051,6189,"RPS3A"
"FBgn0017549",1.93,0,6014,"RIT2"
"FBgn0017549",1.93,0,6016,"RIT1"
"FBgn0017577",1.56,0.00067,4174,"MCM5"
"FBgn0017581",1.51,0.0011,8569,"MKNK1"
"FBgn0017581",1.51,0.0011,2872,"MKNK2"
"FBgn0017581",1.69,0,8569,"MKNK1"
"FBgn0017581",1.69,0,2872,"MKNK2"
"FBgn0019686",1.85,0,11200,"CHEK2"
"FBgn0019932",1.55,0,262,"AMD1"
"FBgn0019957",1.62,0.00047,4705,"NDUFA10"
"FBgn0019957",1.72,0,4705,"NDUFA10"
"FBgn0019960",1.72,0,10989,"IMMT"
"FBgn0019960",1.62,0.00047,10989,"IMMT"
"FBgn0020255",2.2,0,5901,"RAN"
"FBgn0020272",1.77,0.0015,55154,"MSTO1"
"FBgn0020278",1.56,0.00067,6002,"RGS12"
"FBgn0020278",1.56,0.00067,10636,"RGS14"
"FBgn0020278",1.56,0.00067,6001,"RGS10"
"FBgn0020304",1.93,0,3267,"AGFG1"
"FBgn0020304",1.93,0,3268,"AGFG2"
"FBgn0020309",2.18,0,158431,"ZNF782"
"FBgn0020309",2.18,0,148266,"ZNF569"
"FBgn0020309",2.18,0,163051,"ZNF709"
"FBgn0020309",2.18,0,7553,"ZNF7"
"FBgn0020309",2.18,0,7743,"ZNF189"
"FBgn0020309",2.18,0,7571,"ZNF23"
"FBgn0020309",2.18,0,7564,"ZNF16"
"FBgn0020309",2.18,0,9831,"ZNF623"
"FBgn0020309",2.18,0,10168,"ZNF197"
"FBgn0020309",2.18,0,57786,"RBAK"
"FBgn0020309",2.18,0,55888,"ZNF167"
"FBgn0020309",2.18,0,29803,"REPIN1"
"FBgn0020309",2.18,0,84914,"ZNF587"
"FBgn0020309",2.18,0,100131827,"ZNF717"
"FBgn0020309",2.18,0,10794,"ZNF460"
"FBgn0020309",2.18,0,284370,"ZNF615"
"FBgn0020309",2.18,0,57547,"ZNF624"
"FBgn0020309",2.18,0,388558,"ZNF808"
"FBgn0020309",1.55,0,158431,"ZNF782"
"FBgn0020309",1.55,0,148266,"ZNF569"
"FBgn0020309",1.55,0,163051,"ZNF709"
"FBgn0020309",1.55,0,7553,"ZNF7"
"FBgn0020309",1.55,0,7743,"ZNF189"
"FBgn0020309",1.55,0,7571,"ZNF23"
"FBgn0020309",1.55,0,7564,"ZNF16"
"FBgn0020309",1.55,0,9831,"ZNF623"
"FBgn0020309",1.55,0,10168,"ZNF197"
"FBgn0020309",1.55,0,57786,"RBAK"
"FBgn0020309",1.55,0,55888,"ZNF167"
"FBgn0020309",1.55,0,29803,"REPIN1"
"FBgn0020309",1.55,0,84914,"ZNF587"
"FBgn0020309",1.55,0,100131827,"ZNF717"
"FBgn0020309",1.55,0,10794,"ZNF460"
"FBgn0020309",1.55,0,284370,"ZNF615"
"FBgn0020309",1.55,0,57547,"ZNF624"
"FBgn0020309",1.55,0,388558,"ZNF808"
"FBgn0020370",1.73,0,7174,"TPP2"
"FBgn0020391",1.73,0,4593,"MUSK"
"FBgn0020414",1.5,8e-04,27159,"CHIA"
"FBgn0020414",1.5,8e-04,5016,"OVGP1"
"FBgn0020414",1.5,8e-04,1118,"CHIT1"
"FBgn0020415",1.5,8e-04,27159,"CHIA"
"FBgn0020415",1.5,8e-04,5016,"OVGP1"
"FBgn0020415",1.5,8e-04,1118,"CHIT1"
"FBgn0020443",1.73,0,2935,"GSPT1"
"FBgn0020443",1.73,0,23708,"GSPT2"
"FBgn0020767",1.63,0.00018,200734,"SPRED2"
"FBgn0020767",1.63,0.00018,161742,"SPRED1"
"FBgn0020767",1.63,0.00018,399473,"SPRED3"
"FBgn0020887",1.5,0.0011,23512,"SUZ12"
"FBgn0020909",1.55,0.00654,10171,"RCL1"
"FBgn0021768",1.84,0,10726,"NUDC"
"FBgn0021814",1.73,0,51160,"VPS28"
"FBgn0021818",1.65,0,22866,"CNKSR2"
"FBgn0021818",1.65,0,154043,"CNKSR3"
"FBgn0021818",2.11,0,22866,"CNKSR2"
"FBgn0021818",2.11,0,154043,"CNKSR3"
"FBgn0021872",1.5,0,7494,"XBP1"
"FBgn0022029",1.65,0,54963,"UCKL1"
"FBgn0022029",2.11,0,54963,"UCKL1"
"FBgn0022069",1.52,0.00067,8568,"RRP1"
"FBgn0022069",1.52,0.00067,23076,"RRP1B"
"FBgn0022069",1.5,8e-04,8568,"RRP1"
"FBgn0022069",1.5,8e-04,23076,"RRP1B"
"FBgn0022238",1.83,0,55709,"KBTBD4"
"FBgn0022238",1.83,0,7709,"ZBTB17"
"FBgn0022238",1.83,0,9880,"ZBTB39"
"FBgn0022268",1.83,0,10945,"KDELR1"
"FBgn0022268",1.83,0,11014,"KDELR2"
"FBgn0022268",1.83,0,11015,"KDELR3"
"FBgn0022359",1.59,0.00051,6652,"SORD"
"FBgn0022699",1.58,0,285346,"ZNF852"
"FBgn0022699",1.58,0,90075,"ZNF30"
"FBgn0022699",1.58,0,7543,"ZFX"
"FBgn0022699",1.58,0,203523,"ZNF449"
"FBgn0022699",1.58,0,7544,"ZFY"
"FBgn0022699",1.58,0,388507,"ZNF788"
"FBgn0022724",1.77,0,129685,"TAF8"
"FBgn0022768",1.61,0.00069,8493,"PPM1D"
"FBgn0022772",1.9,0,4998,"ORC1"
"FBgn0022772",1.5,8e-04,4998,"ORC1"
"FBgn0022935",1.84,0,148254,"ZNF555"
"FBgn0022935",1.84,0,7594,"ZNF43"
"FBgn0022935",1.84,0,158431,"ZNF782"
"FBgn0022935",1.84,0,7543,"ZFX"
"FBgn0022935",1.84,0,7544,"ZFY"
"FBgn0022935",1.84,0,388507,"ZNF788"
"FBgn0022935",1.58,0,148254,"ZNF555"
"FBgn0022935",1.58,0,7594,"ZNF43"
"FBgn0022935",1.58,0,158431,"ZNF782"
"FBgn0022935",1.58,0,7543,"ZFX"
"FBgn0022935",1.58,0,7544,"ZFY"
"FBgn0022935",1.58,0,388507,"ZNF788"
"FBgn0022981",1.9,0,40,"ASIC2"
"FBgn0022986",1.6,5e-04,10656,"KHDRBS3"
"FBgn0022986",1.6,5e-04,202559,"KHDRBS2"
"FBgn0022986",1.6,5e-04,10657,"KHDRBS1"
"FBgn0023083",2.09,0,9943,"OXSR1"
"FBgn0023083",2.09,0,27347,"STK39"
"FBgn0023094",1.58,0,406,"ARNTL"
"FBgn0023094",1.58,0,56938,"ARNTL2"
"FBgn0023129",1.66,0,5723,"PSPH"
"FBgn0023172",1.88,0,9138,"ARHGEF1"
"FBgn0023172",1.88,0,23365,"ARHGEF12"
"FBgn0023172",1.88,0,9826,"ARHGEF11"
"FBgn0023174",1.76,0,5695,"PSMB7"
"FBgn0023174",1.76,0,5699,"PSMB10"
"FBgn0023179",1.93,0,5126,"PCSK2"
"FBgn0023214",1.55,0,26298,"EHF"
"FBgn0023215",1.83,8e-04,4335,"MNT"
"FBgn0023215",1.71,0.00218,4335,"MNT"
"FBgn0023216",1.77,0,8505,"PARG"
"FBgn0023479",1.79,0,8492,"PRSS12"
"FBgn0023507",2.05,0,728294,"D2HGDH"
"FBgn0023507",1.74,0.00046,728294,"D2HGDH"
"FBgn0023507",1.58,0.00515,728294,"D2HGDH"
"FBgn0023509",2.36,0,286826,"LIN9"
"FBgn0023510",2.36,0,23335,"WDR7"
"FBgn0023510",2.36,0,256764,"WDR72"
"FBgn0023511",2.36,0,55741,"EDEM2"
"FBgn0023520",1.52,0.00774,56006,"SMG9"
"FBgn0023520",1.77,0.0015,56006,"SMG9"
"FBgn0023521",1.77,0.0015,112970,"KTI12"
"FBgn0023524",1.96,5e-04,54346,"UNC93A"
"FBgn0023524",1.96,5e-04,81622,"UNC93B1"
"FBgn0023526",1.55,0.00654,6427,"SRSF2"
"FBgn0023526",1.86,0.00067,6427,"SRSF2"
"FBgn0023527",1.96,5e-04,84135,"UTP15"
"FBgn0023536",1.71,0.00218,23456,"ABCB10"
"FBgn0023537",1.96,5e-04,4329,"ALDH6A1"
"FBgn0023545",1.92,0.00047,10026,"PIGK"
"FBgn0023549",1.52,0.00774,151473,"SLC16A14"
"FBgn0023549",1.52,0.00774,387700,"SLC16A12"
"FBgn0023549",1.52,0.00774,220963,"SLC16A9"
"FBgn0023549",1.52,0.00774,9122,"SLC16A4"
"FBgn0024188",1.63,0,80218,"NAA50"
"FBgn0024188",1.88,0,80218,"NAA50"
"FBgn0024194",1.6,0.00047,55733,"HHAT"
"FBgn0024194",1.6,0.00047,57467,"HHATL"
"FBgn0024196",1.63,0.00018,83657,"DYNLRB2"
"FBgn0024196",1.63,0.00018,83658,"DYNLRB1"
"FBgn0024230",1.5,8e-04,9653,"HS2ST1"
"FBgn0024238",2.3,0,3936,"LCP1"
"FBgn0024238",2.3,0,5358,"PLS3"
"FBgn0024238",2.3,0,5357,"PLS1"
"FBgn0024238",1.86,0,3936,"LCP1"
"FBgn0024238",1.86,0,5358,"PLS3"
"FBgn0024238",1.86,0,5357,"PLS1"
"FBgn0024238",1.55,0,3936,"LCP1"
"FBgn0024238",1.55,0,5358,"PLS3"
"FBgn0024238",1.55,0,5357,"PLS1"
"FBgn0024238",1.96,0,3936,"LCP1"
"FBgn0024238",1.96,0,5358,"PLS3"
"FBgn0024238",1.96,0,5357,"PLS1"
"FBgn0024238",2.08,0,3936,"LCP1"
"FBgn0024238",2.08,0,5358,"PLS3"
"FBgn0024238",2.08,0,5357,"PLS1"
"FBgn0024238",1.68,0.00269,3936,"LCP1"
"FBgn0024238",1.68,0.00269,5358,"PLS3"
"FBgn0024238",1.68,0.00269,5357,"PLS1"
"FBgn0024250",1.96,0,63948,"DMRTB1"
"FBgn0024250",1.96,0,1761,"DMRT1"
"FBgn0024250",2.05,0,63948,"DMRTB1"
"FBgn0024250",2.05,0,1761,"DMRT1"
"FBgn0024251",1.96,5e-04,56987,"BBX"
"FBgn0024251",2.11,0,56987,"BBX"
"FBgn0024251",1.61,0.00435,56987,"BBX"
"FBgn0024277",1.84,0,7204,"TRIO"
"FBgn0024277",1.84,0,8997,"KALRN"
"FBgn0024277",1.84,0,115557,"ARHGEF25"
"FBgn0024291",1.73,0,23411,"SIRT1"
"FBgn0024314",1.55,0,9373,"PLAA"
"FBgn0024326",1.9,0,6416,"MAP2K4"
"FBgn0024329",1.56,0.00067,4216,"MAP3K4"
"FBgn0024332",1.86,0.00067,4172,"MCM3"
"FBgn0024432",1.72,0,6993,"DYNLT1"
"FBgn0024432",1.72,0,6990,"DYNLT3"
"FBgn0024509",2.27,0,6396,"SEC13"
"FBgn0024728",1.8,0,29951,"PDZRN4"
"FBgn0024728",1.8,0,57595,"PDZD4"
"FBgn0024728",1.8,0,23024,"PDZRN3"
"FBgn0024728",1.59,0.00348,29951,"PDZRN4"
"FBgn0024728",1.59,0.00348,57595,"PDZD4"
"FBgn0024728",1.59,0.00348,23024,"PDZRN3"
"FBgn0024734",1.55,0,8073,"PTP4A2"
"FBgn0024734",1.55,0,7803,"PTP4A1"
"FBgn0024734",1.55,0,11156,"PTP4A3"
"FBgn0024807",2.45,0,104,"ADARB1"
"FBgn0024807",1.58,0.00515,104,"ADARB1"
"FBgn0024811",1.77,0,1398,"CRK"
"FBgn0024811",1.77,0,1399,"CRKL"
"FBgn0024814",2.07,0,1211,"CLTA"
"FBgn0024814",2.07,0,1212,"CLTB"
"FBgn0024846",1.93,0,1432,"MAPK14"
"FBgn0024846",1.93,0,5600,"MAPK11"
"FBgn0024846",1.93,0,5603,"MAPK13"
"FBgn0024909",1.54,8e-04,6879,"TAF7"
"FBgn0024909",1.54,8e-04,54457,"TAF7L"
"FBgn0024920",1.6,5e-04,7298,"TYMS"
"FBgn0024921",1.84,0,3842,"TNPO1"
"FBgn0024921",1.84,0,30000,"TNPO2"
"FBgn0024921",1.58,0,3842,"TNPO1"
"FBgn0024921",1.58,0,30000,"TNPO2"
"FBgn0024958",1.59,0,48,"ACO1"
"FBgn0024958",1.59,0,3658,"IREB2"
"FBgn0024975",1.61,0.00435,162979,"ZNF296"
"FBgn0024975",1.61,0.00435,5326,"PLAGL2"
"FBgn0024975",1.61,0.00435,729944,"ZNF75CP"
"FBgn0024980",2.33,0,6804,"STX1A"
"FBgn0024994",2.08,0,7355,"SLC35A2"
"FBgn0024994",2.08,0,23443,"SLC35A3"
"FBgn0024996",2.08,0,8892,"EIF2B2"
"FBgn0024997",2.08,0,6477,"SIAH1"
"FBgn0025109",1.52,0,84945,"ABHD13"
"FBgn0025111",1.96,0,291,"SLC25A4"
"FBgn0025111",1.96,0,293,"SLC25A6"
"FBgn0025111",1.96,0,292,"SLC25A5"
"FBgn0025111",1.96,0,83447,"SLC25A31"
"FBgn0025117",1.6,5e-04,10988,"METAP2"
"FBgn0025117",1.88,0,10988,"METAP2"
"FBgn0025286",1.7,0,6160,"RPL31"
"FBgn0025352",2.01,0,3032,"HADHB"
"FBgn0025463",1.52,0.00774,6602,"SMARCD1"
"FBgn0025463",1.52,0.00774,6604,"SMARCD3"
"FBgn0025463",1.52,0.00774,6603,"SMARCD2"
"FBgn0025469",1.73,0,55974,"SLC50A1"
"FBgn0025549",1.74,0,9094,"UNC119"
"FBgn0025549",1.74,0,84747,"UNC119B"
"FBgn0025549",1.8,0.0011,9094,"UNC119"
"FBgn0025549",1.8,0.0011,84747,"UNC119B"
"FBgn0025571",2.19,0,7536,"SF1"
"FBgn0025624",2.7,0,128338,"DRAM2"
"FBgn0025624",2.7,0,55332,"DRAM1"
"FBgn0025624",2.7,0,284417,"TMEM150B"
"FBgn0025628",2.08,0,150209,"AIFM3"
"FBgn0025628",2.7,0,150209,"AIFM3"
"FBgn0025629",2.7,0,4234,"METTL1"
"FBgn0025630",2.08,0,8634,"RTCA"
"FBgn0025631",1.61,0.00435,53831,"GPR84"
"FBgn0025632",1.61,0.00435,53831,"GPR84"
"FBgn0025637",1.61,0.00069,6500,"SKP1"
"FBgn0025639",1.61,0.00069,51111,"SUV420H1"
"FBgn0025639",1.61,0.00069,84787,"SUV420H2"
"FBgn0025642",1.52,0.00774,54997,"TESC"
"FBgn0025674",2.16,0,8812,"CCNK"
"FBgn0025684",1.55,0.00051,63910,"SLC17A9"
"FBgn0025687",2.13,0,10157,"AASS"
