"FlyBaseID","Human.GeneID","Human.Symbol","logFC.Nup98.down","p.val.fdr.Nup98.down"
"FBgn0011202",1730,"DIAPH2",-1.38946337,0.001310678
"FBgn0011211",498,"ATP5A1",-1.45255311,0.004555652
"FBgn0011217",7323,"UBE2D3",-0.945779946,0.039690933
"FBgn0011217",7322,"UBE2D2",-0.945779946,0.039690933
"FBgn0011217",7321,"UBE2D1",-0.945779946,0.039690933
"FBgn0011217",51619,"UBE2D4",-0.945779946,0.039690933
"FBgn0011224",9991,"PTBP3",0.630831577,0.004657922
"FBgn0011224",58155,"PTBP2",0.630831577,0.004657922
"FBgn0011224",5725,"PTBP1",0.630831577,0.004657922
"FBgn0011225",4646,"MYO6",-0.746944479,0.004938599
"FBgn0011230",23352,"UBR4",-0.85721709,0.030003051
"FBgn0011232",51542,"VPS54",0.763737123,0.004081911
"FBgn0011260",10371,"SEMA3A",-0.737497778,0.032879316
"FBgn0011273",7134,"TNNC1",0.44427261,0.045950811
"FBgn0011273",801,"CALM1",0.44427261,0.045950811
"FBgn0011273",285051,"C2orf61",0.44427261,0.045950811
"FBgn0011273",7125,"TNNC2",0.44427261,0.045950811
"FBgn0011273",808,"CALM3",0.44427261,0.045950811
"FBgn0011273",810,"CALML3",0.44427261,0.045950811
"FBgn0011296",1410,"CRYAB",0.982335958,0.020403385
"FBgn0011296",126393,"HSPB6",0.982335958,0.020403385
"FBgn0011296",3316,"HSPB2",0.982335958,0.020403385
"FBgn0011296",26353,"HSPB8",0.982335958,0.020403385
"FBgn0011296",3315,"HSPB1",0.982335958,0.020403385
"FBgn0011296",1409,"CRYAA",0.982335958,0.020403385
"FBgn0011305",6428,"SRSF3",0.62589901,0.00582895
"FBgn0011327",51377,"UCHL5",-1.479127148,0.003535992
"FBgn0011584",7095,"SEC62",-0.492757197,0.02642053
"FBgn0011592",1630,"DCC",-1.182982384,0.00213341
"FBgn0011592",4756,"NEO1",-1.182982384,0.00213341
"FBgn0011606",285643,"KIF4B",-2.273278681,0.008256517
"FBgn0011606",24137,"KIF4A",-2.273278681,0.008256517
"FBgn0011660",5395,"PMS2",-0.982074063,0.009708563
"FBgn0011661",5962,"RDX",-2.679784927,0.00241538
"FBgn0011661",7430,"EZR",-2.679784927,0.00241538
"FBgn0011661",4478,"MSN",-2.679784927,0.00241538
"FBgn0011666",124540,"MSI2",-0.659754194,0.034242888
"FBgn0011672",4891,"SLC11A2",-0.830581454,0.039131675
"FBgn0011672",6556,"SLC11A1",-0.830581454,0.039131675
"FBgn0011703",6240,"RRM1",-0.856246612,0.023456712
"FBgn0011704",6241,"RRM2",-0.715169164,0.048028364
"FBgn0011704",50484,"RRM2B",-0.715169164,0.048028364
"FBgn0011722",9321,"TRIP11",-0.5087052,0.034877759
"FBgn0011726",11034,"DSTN",-0.452240984,0.017607401
"FBgn0011726",1073,"CFL2",-0.452240984,0.017607401
"FBgn0011726",1072,"CFL1",-0.452240984,0.017607401
"FBgn0011737",494551,"WEE2",-1.450878329,0.025521091
"FBgn0011737",7465,"WEE1",-1.450878329,0.025521091
"FBgn0011741",64431,"ACTR6",0.539965348,0.008529739
"FBgn0011747",286,"ANK1",-1.185690409,0.029498858
"FBgn0011760",140735,"DYNLL2",-0.954736799,0.010294797
"FBgn0011760",8655,"DYNLL1",-0.954736799,0.010294797
"FBgn0011763",7029,"TFDP2",-1.36413554,0.000741994
"FBgn0011763",51270,"TFDP3",-1.36413554,0.000741994
"FBgn0011763",7027,"TFDP1",-1.36413554,0.000741994
"FBgn0011817",51701,"NLK",1.287960774,0.00203486
"FBgn0011823",3838,"KPNA2",-1.445767382,0.004207018
"FBgn0011823",402569,"KPNA7",-1.445767382,0.004207018
"FBgn0011824",54433,"GAR1",-1.405268607,0.026718174
"FBgn0011828",7837,"PXDN",-1.164517088,0.020403385
"FBgn0011828",137902,"PXDNL",-1.164517088,0.020403385
"FBgn0011837",7538,"ZFP36",-0.803570631,0.040749554
"FBgn0011837",678,"ZFP36L2",-0.803570631,0.040749554
"FBgn0011837",677,"ZFP36L1",-0.803570631,0.040749554
"FBgn0012034",84532,"ACSS1",-1.419607021,0.002384254
"FBgn0012034",55902,"ACSS2",-1.419607021,0.002384254
"FBgn0012037",1636,"ACE",-0.760438481,0.03162509
"FBgn0013276",3312,"HSPA8",-1.02693906,0.016295319
"FBgn0013276",3310,"HSPA6",-1.02693906,0.016295319
"FBgn0013276",3305,"HSPA1L",-1.02693906,0.016295319
"FBgn0013276",3303,"HSPA1A",-1.02693906,0.016295319
"FBgn0013276",3304,"HSPA1B",-1.02693906,0.016295319
"FBgn0013305",64114,"TMBIM1",-1.14097621,0.018104503
"FBgn0013305",2907,"GRINA",-1.14097621,0.018104503
"FBgn0013305",23017,"FAIM2",-1.14097621,0.018104503
"FBgn0013347",2958,"GTF2A2",-0.998289679,0.041652363
"FBgn0013548",51514,"DTL",0.803001971,0.00163702
"FBgn0013576",135112,"NCOA7",-0.94871522,0.007690636
"FBgn0013576",55074,"OXR1",-0.94871522,0.007690636
"FBgn0013576",140711,"C20orf118",-0.94871522,0.007690636
"FBgn0013749",378,"ARF4",-0.686550347,0.026768522
"FBgn0013749",381,"ARF5",-0.686550347,0.026768522
"FBgn0013759",8573,"CASK",-1.216034225,0.001905159
"FBgn0013770",1520,"CTSS",-2.023173889,0.000337135
"FBgn0013770",1515,"CTSL2",-2.023173889,0.000337135
"FBgn0013770",1514,"CTSL1",-2.023173889,0.000337135
"FBgn0013770",1513,"CTSK",-2.023173889,0.000337135
"FBgn0013811",201625,"DNAH12",-1.264764941,0.033335991
"FBgn0013954",2280,"FKBP1A",-1.047668214,0.013642992
"FBgn0013954",2281,"FKBP1B",-1.047668214,0.013642992
"FBgn0013955",7535,"ZAP70",-1.517271563,0.00241538
"FBgn0013955",8711,"TNK1",-1.517271563,0.00241538
"FBgn0013955",6850,"SYK",-1.517271563,0.00241538
"FBgn0013955",11135,"CDC42EP1",-1.517271563,0.00241538
"FBgn0013984",3643,"INSR",-1.031242441,0.016202895
"FBgn0013984",3645,"INSRR",-1.031242441,0.016202895
"FBgn0013984",3480,"IGF1R",-1.031242441,0.016202895
"FBgn0013987",7867,"MAPKAPK3",-1.06627126,0.020876842
"FBgn0013987",9261,"MAPKAPK2",-1.06627126,0.020876842
"FBgn0014001",5062,"PAK2",-0.777874392,0.021916904
"FBgn0014001",5063,"PAK3",-0.777874392,0.021916904
"FBgn0014001",5058,"PAK1",-0.777874392,0.021916904
"FBgn0014002",9601,"PDIA4",-0.705533304,0.024964459
"FBgn0014002",2923,"PDIA3",-0.705533304,0.024964459
"FBgn0014002",5034,"P4HB",-0.705533304,0.024964459
"FBgn0014002",64714,"PDIA2",-0.705533304,0.024964459
"FBgn0014006",9064,"MAP3K6",-2.433713438,0.020342368
"FBgn0014006",4217,"MAP3K5",-2.433713438,0.020342368
"FBgn0014006",389840,"MAP3K15",-2.433713438,0.020342368
"FBgn0014007",5788,"PTPRC",-1.031172707,0.03555101
"FBgn0014020",387,"RHOA",-1.614488824,0.001470719
"FBgn0014020",388,"RHOB",-1.614488824,0.001470719
"FBgn0014020",389,"RHOC",-1.614488824,0.001470719
"FBgn0014023",57129,"MRPL47",-1.206788385,0.023578415
"FBgn0014024",9733,"SART3",-1.17292661,0.00460287
"FBgn0014029",23157,"Sep-06",-1.240029109,0.012550758
"FBgn0014029",23176,"Sep-08",-1.240029109,0.012550758
"FBgn0014029",346288,"Sep-14",-1.240029109,0.012550758
"FBgn0014029",55752,"Sep-11",-1.240029109,0.012550758
"FBgn0014029",151011,"Sep-10",-1.240029109,0.012550758
"FBgn0014032",6697,"SPR",0.93445906,0.023972401
"FBgn0014092",60491,"NIF3L1",-0.746551777,0.022498843
"FBgn0014127",23397,"NCAPH",-1.228190187,0.01111327
"FBgn0014141",2318,"FLNC",-1.174542813,0.008203175
"FBgn0014141",2316,"FLNA",-1.174542813,0.008203175
"FBgn0014141",2317,"FLNB",-1.174542813,0.008203175
"FBgn0014380",54509,"RHOF",-0.89561036,0.001334493
"FBgn0014380",29984,"RHOD",-0.89561036,0.001334493
"FBgn0014417",4669,"NAGLU",0.804526006,0.004207018
"FBgn0014455",191,"AHCY",-0.902776146,0.001097442
"FBgn0014857",3020,"H3F3A",-1.629620645,0.00287401
"FBgn0014857",3021,"H3F3B",-1.629620645,0.00287401
"FBgn0014865",6779,"STATH",1.121300635,0.039657914
"FBgn0014879",388951,"TSPYL6",-1.098318263,0.003695595
"FBgn0014879",64061,"TSPYL2",-1.098318263,0.003695595
"FBgn0014879",6418,"SET",-1.098318263,0.003695595
"FBgn0014879",23270,"TSPYL4",-1.098318263,0.003695595
"FBgn0014930",55312,"RFK",-0.410286502,0.028245451
"FBgn0015000",5229,"PGGT1B",-2.227387527,0.021596289
"FBgn0015019",7203,"CCT3",-1.119526832,0.007775229
"FBgn0015031",1345,"COX6C",0.773971809,0.036207419
"FBgn0015221",94033,"FTMT",-0.928052448,0.006634204
"FBgn0015239",7181,"NR2C1",-0.833599456,0.003297106
"FBgn0015239",7182,"NR2C2",-0.833599456,0.003297106
"FBgn0015283",5710,"PSMD4",-0.454850383,0.018462986
"FBgn0015288",6146,"RPL22",-2.305042907,0.001683898
"FBgn0015288",200916,"RPL22L1",-2.305042907,0.001683898
"FBgn0015338",10430,"TMEM147",-0.711788531,0.002879406
"FBgn0015351",64863,"METTL4",1.207288,0.046365935
"FBgn0015359",23587,"ELP5",-1.823217656,0.045950811
"FBgn0015360",64131,"XYLT1",-1.843658541,0.001365755
"FBgn0015360",64132,"XYLT2",-1.843658541,0.001365755
"FBgn0015372",55647,"RAB20",0.643433799,0.0070161
"FBgn0015399",54674,"LRRN3",-1.418111865,0.002815921
"FBgn0015399",116135,"LRRC3B",-1.418111865,0.002815921
"FBgn0015399",10446,"LRRN2",-1.418111865,0.002815921
"FBgn0015399",126755,"LRRC38",-1.418111865,0.002815921
"FBgn0015399",347902,"AMIGO2",-1.418111865,0.002815921
"FBgn0015399",145581,"LRFN5",-1.418111865,0.002815921
"FBgn0015399",64101,"LRRC4",-1.418111865,0.002815921
"FBgn0015399",57633,"LRRN1",-1.418111865,0.002815921
"FBgn0015399",78999,"LRFN4",-1.418111865,0.002815921
"FBgn0015399",25960,"GPR124",-1.418111865,0.002815921
"FBgn0015399",57463,"AMIGO1",-1.418111865,0.002815921
"FBgn0015399",57689,"LRRC4C",-1.418111865,0.002815921
"FBgn0015399",386724,"AMIGO3",-1.418111865,0.002815921
"FBgn0015522",6744,"SSFA2",0.635567447,0.007775229
"FBgn0015544",79657,"RPAP3",1.218334044,0.000521289
"FBgn0015562",55650,"PIGV",-0.679014031,0.007125976
"FBgn0015575",221223,"CES5A",0.944925915,0.002444542
"FBgn0015575",1066,"CES1",0.944925915,0.002444542
"FBgn0015575",23491,"CES3",0.944925915,0.002444542
"FBgn0015575",283848,"CES4A",0.944925915,0.002444542
"FBgn0015576",1066,"CES1",0.573475327,0.026751068
"FBgn0015622",1047,"CLGN",-0.923591306,0.020301161
"FBgn0015622",821,"CANX",-0.923591306,0.020301161
"FBgn0015623",5447,"POR",-1.411686779,0.000337135
"FBgn0015664",9189,"ZBED1",-1.07482922,0.046027661
"FBgn0015795",7879,"RAB7A",-1.756553897,0.001608472
"FBgn0015797",84084,"RAB6C",0.532804471,0.013084662
"FBgn0015797",347517,"RAB41",0.532804471,0.013084662
"FBgn0015797",5870,"RAB6A",0.532804471,0.013084662
"FBgn0015797",51560,"RAB6B",0.532804471,0.013084662
"FBgn0015805",3065,"HDAC1",-2.812560463,0.019604443
"FBgn0015805",3066,"HDAC2",-2.812560463,0.019604443
"FBgn0015806",6198,"RPS6KB1",-0.79570582,0.023133873
"FBgn0015806",6199,"RPS6KB2",-0.79570582,0.023133873
"FBgn0015828",2960,"GTF2E1",-1.915541449,0.001569964
"FBgn0015838",81839,"VANGL1",-1.111417954,0.016100091
"FBgn0015838",57216,"VANGL2",-1.111417954,0.016100091
"FBgn0015907",3190,"HNRNPK",-0.520532779,0.013828562
"FBgn0015929",4173,"MCM4",-1.413346854,0.001218918
"FBgn0015930",131405,"TRIM71",-0.587185084,0.007894063
"FBgn0016031",196463,"PLBD2",-0.485614805,0.04085759
"FBgn0016031",79887,"PLBD1",-0.485614805,0.04085759
"FBgn0016076",4783,"NFIL3",1.483293339,0.00213341
"FBgn0016120",10476,"ATP5H",-0.504021796,0.022110111
"FBgn0016641",5801,"PTPRR",-1.202640364,0.017451477
"FBgn0016641",5778,"PTPN7",-1.202640364,0.017451477
"FBgn0016641",84867,"PTPN5",-1.202640364,0.017451477
"FBgn0016687",27068,"PPA2",-1.462826275,0.000413583
"FBgn0016687",5464,"PPA1",-1.462826275,0.000413583
"FBgn0016696",728642,"CDK11A",-0.83409276,0.001972058
"FBgn0016696",984,"CDK11B",-0.83409276,0.001972058
"FBgn0016697",5686,"PSMA5",-0.834072215,0.003001324
"FBgn0016794",2549,"GAB1",-0.666563888,0.038013446
"FBgn0016794",139716,"GAB3",-0.666563888,0.038013446
"FBgn0016794",9846,"GAB2",-0.666563888,0.038013446
"FBgn0016794",128954,"GAB4",-0.666563888,0.038013446
"FBgn0016917",6772,"STAT1",-1.469427805,0.000337135
"FBgn0016917",6775,"STAT4",-1.469427805,0.000337135
"FBgn0016917",6774,"STAT3",-1.469427805,0.000337135
"FBgn0016917",6776,"STAT5A",-1.469427805,0.000337135
"FBgn0016917",6778,"STAT6",-1.469427805,0.000337135
"FBgn0016917",6777,"STAT5B",-1.469427805,0.000337135
"FBgn0016917",6773,"STAT2",-1.469427805,0.000337135
"FBgn0016930",8798,"DYRK4",1.054250566,0.033856618
"FBgn0016978",6625,"SNRNP70",-1.093702329,0.004157443
"FBgn0016983",4931,"NVL",-0.946703939,0.010206421
"FBgn0016984",23396,"PIP5K1C",-2.811317053,0.005712917
"FBgn0016984",8394,"PIP5K1A",-2.811317053,0.005712917
"FBgn0016984",8395,"PIP5K1B",-2.811317053,0.005712917
"FBgn0017429",25875,"LETMD1",-0.827143311,0.0101658
"FBgn0017457",199746,"U2AF1L4",-1.001068867,0.003623793
"FBgn0017457",7307,"U2AF1",-1.001068867,0.003623793
"FBgn0017545",6189,"RPS3A",-1.06142196,0.020817981
"FBgn0017558",5166,"PDK4",-1.159966415,0.011828334
"FBgn0017558",5163,"PDK1",-1.159966415,0.011828334
"FBgn0017558",5165,"PDK3",-1.159966415,0.011828334
"FBgn0017558",5164,"PDK2",-1.159966415,0.011828334
"FBgn0017566",4719,"NDUFS1",-0.673710992,0.042535045
"FBgn0017579",9045,"RPL14",-0.826996013,0.008032239
"FBgn0017581",2872,"MKNK2",-1.692696041,0.001905159
"FBgn0017581",8569,"MKNK1",-1.692696041,0.001905159
"FBgn0019644",515,"ATP5F1",-1.558758989,0.006789463
"FBgn0019650",5080,"PAX6",-1.062841537,0.049725559
"FBgn0019662",9453,"GGPS1",0.696150415,0.021435148
"FBgn0019925",6836,"SURF4",-1.430621978,0.009570998
"FBgn0019929",716,"C1S",1.219973126,0.00955919
"FBgn0019938",25885,"POLR1A",-0.739188281,0.00222461
"FBgn0019947",5664,"PSEN2",-1.53173753,0.000891975
"FBgn0019947",5663,"PSEN1",-1.53173753,0.000891975
"FBgn0019949",1025,"CDK9",0.884390554,0.011802169
"FBgn0019952",6584,"SLC22A5",-1.981972994,0.000355666
"FBgn0019952",9390,"SLC22A13",-1.981972994,0.000355666
"FBgn0019952",6583,"SLC22A4",-1.981972994,0.000355666
"FBgn0020255",5901,"RAN",-1.922975044,0.000355666
"FBgn0020257",144699,"FBXL14",1.147749094,0.000480934
"FBgn0020270",4361,"MRE11A",-0.665744277,0.007027598
"FBgn0020300",100131138,"LOC100131138",1.063223983,0.010822517
"FBgn0020312",160418,"TMTC3",-0.90374883,0.001537503
"FBgn0020369",5705,"PSMC5",0.902664139,0.001112571
"FBgn0020370",7174,"TPP2",-1.524219318,0.004611773
"FBgn0020392",9397,"NMT2",-0.535836633,0.026182141
"FBgn0020392",4836,"NMT1",-0.535836633,0.026182141
"FBgn0020414",27159,"CHIA",0.35708423,0.048984921
"FBgn0020414",5016,"OVGP1",0.35708423,0.048984921
"FBgn0020414",1118,"CHIT1",0.35708423,0.048984921
"FBgn0020415",5016,"OVGP1",1.012294507,0.010811961
"FBgn0020415",1118,"CHIT1",1.012294507,0.010811961
"FBgn0020415",27159,"CHIA",1.012294507,0.010811961
"FBgn0020443",2935,"GSPT1",-1.108843109,0.028485654
"FBgn0020443",23708,"GSPT2",-1.108843109,0.028485654
"FBgn0020493",4091,"SMAD6",0.945369931,0.001652952
"FBgn0020493",4092,"SMAD7",0.945369931,0.001652952
"FBgn0020496",1488,"CTBP2",-1.346327834,0.000633782
"FBgn0020496",1487,"CTBP1",-1.346327834,0.000633782
"FBgn0020497",7514,"XPO1",-1.719471508,0.002267336
"FBgn0020513",10606,"PAICS",-1.248456328,0.001061399
"FBgn0020622",5296,"PIK3R2",0.421758132,0.024152536
"FBgn0020622",5295,"PIK3R1",0.421758132,0.024152536
"FBgn0020622",8503,"PIK3R3",0.421758132,0.024152536
"FBgn0020633",4176,"MCM7",-1.021452241,0.026718174
"FBgn0020653",10587,"TXNRD2",-1.38721219,0.000366812
"FBgn0020653",7296,"TXNRD1",-1.38721219,0.000366812
"FBgn0020756",5426,"POLE",-0.76005412,0.007279649
"FBgn0020764",211,"ALAS1",0.438131538,0.026768522
"FBgn0020764",212,"ALAS2",0.438131538,0.026768522
"FBgn0020887",23512,"SUZ12",0.644465329,0.046640816
"FBgn0020906",440387,"CTRB2",0.660516767,0.030308581
"FBgn0020906",1506,"CTRL",0.660516767,0.030308581
"FBgn0020906",1990,"CELA1",0.660516767,0.030308581
"FBgn0020906",1504,"CTRB1",0.660516767,0.030308581
"FBgn0020909",10171,"RCL1",-0.61188972,0.045473652
"FBgn0020930",8526,"DGKE",-1.139396834,0.032525427
"FBgn0021765",3028,"HSD17B10",-0.993691761,0.001248394
"FBgn0021814",51160,"VPS28",-0.836243948,0.005236834
"FBgn0021944",1371,"CPOX",-1.044485263,0.012069181
"FBgn0022023",8667,"EIF3H",-2.188603821,0.000337135
"FBgn0022069",23076,"RRP1B",-1.181965236,0.001327409
"FBgn0022069",8568,"RRP1",-1.181965236,0.001327409
"FBgn0022153",9772,"KIAA0195",-0.694415329,0.020631338
"FBgn0022238",9880,"ZBTB39",-0.659496554,0.008575846
"FBgn0022238",7709,"ZBTB17",-0.659496554,0.008575846
"FBgn0022238",55709,"KBTBD4",-0.659496554,0.008575846
"FBgn0022268",11014,"KDELR2",-1.563726581,0.007463595
"FBgn0022268",11015,"KDELR3",-1.563726581,0.007463595
"FBgn0022268",10945,"KDELR1",-1.563726581,0.007463595
"FBgn0022288",83743,"GRWD1",-0.751197943,0.022904387
"FBgn0022349",219537,"SMTNL1",0.839073195,0.019886825
"FBgn0022359",6652,"SORD",0.85765708,0.015015812
"FBgn0022708",204,"AK2",-1.148924574,0.021755165
"FBgn0022709",203,"AK1",-0.784987823,0.032629815
"FBgn0022709",26289,"AK5",-0.784987823,0.032629815
"FBgn0022710",115,"ADCY9",-1.260693314,0.00695994
"FBgn0022764",23309,"SIN3B",-1.056897451,0.002297443
"FBgn0022764",25942,"SIN3A",-1.056897451,0.002297443
"FBgn0022936",902,"CCNH",-0.541892513,0.040616217
"FBgn0023094",56938,"ARNTL2",-1.157435959,0.004420899
"FBgn0023094",406,"ARNTL",-1.157435959,0.004420899
"FBgn0023129",5723,"PSPH",-0.820288405,0.028324727
"FBgn0023167",6634,"SNRPD3",-0.940398144,0.001377111
"FBgn0023171",246243,"RNASEH1",-0.581108536,0.023521344
"FBgn0023172",9138,"ARHGEF1",-0.816826009,0.013896863
"FBgn0023172",9826,"ARHGEF11",-0.816826009,0.013896863
"FBgn0023172",23365,"ARHGEF12",-0.816826009,0.013896863
"FBgn0023174",5695,"PSMB7",-0.601088197,0.012644656
"FBgn0023174",5699,"PSMB10",-0.601088197,0.012644656
"FBgn0023177",5531,"PPP4C",-0.91436907,0.001972261
"FBgn0023211",6921,"TCEB1",0.581929712,0.017996972
"FBgn0023211",100287483,"LOC100287483",0.581929712,0.017996972
"FBgn0023216",8505,"PARG",-0.536118933,0.036768497
"FBgn0023416",109,"ADCY3",1.661010043,0.042831063
"FBgn0023517",192111,"PGAM5",0.83035986,0.020930475
"FBgn0023527",84135,"UTP15",-0.876403036,0.006393362
"FBgn0023529",10525,"HYOU1",-0.93270671,0.006044931
"FBgn0023540",137735,"ABRA",0.588460403,0.006082925
"FBgn0023542",51068,"NMD3",-0.910225079,0.035513748
"FBgn0024230",9653,"HS2ST1",-0.518611778,0.016746962
"FBgn0024252",317,"APAF1",-1.238507504,0.013973644
"FBgn0024330",10001,"MED6",1.008048716,0.005066284
"FBgn0024352",10963,"STIP1",-0.953847687,0.001327409
"FBgn0024362",122830,"NAA30",-1.476558649,0.016405183
"FBgn0024432",6990,"DYNLT3",-0.405962185,0.028138591
"FBgn0024432",6993,"DYNLT1",-0.405962185,0.028138591
"FBgn0024542",57727,"NCOA5",0.559220633,0.011341821
"FBgn0024733",140801,"RPL10L",-0.861813928,0.001949809
"FBgn0024733",6134,"RPL10",-0.861813928,0.001949809
"FBgn0024734",8073,"PTP4A2",0.497999227,0.011650198
"FBgn0024734",7803,"PTP4A1",0.497999227,0.011650198
"FBgn0024734",11156,"PTP4A3",0.497999227,0.011650198
"FBgn0024920",7298,"TYMS",-1.416714204,0.006237387
"FBgn0024921",30000,"TNPO2",1.125766729,0.014630541
"FBgn0024921",3842,"TNPO1",1.125766729,0.014630541
"FBgn0024947",957,"ENTPD5",-1.844942546,0.010582316
"FBgn0024947",955,"ENTPD6",-1.844942546,0.010582316
"FBgn0024958",48,"ACO1",-1.172287064,0.002347931
"FBgn0024958",3658,"IREB2",-1.172287064,0.002347931
"FBgn0024973",84164,"ASCC2",-0.922031285,0.034751323
"FBgn0024975",729944,"ZNF75CP",0.575215741,0.010444493
"FBgn0024975",162979,"ZNF296",0.575215741,0.010444493
"FBgn0024975",5326,"PLAGL2",0.575215741,0.010444493
"FBgn0024977",23174,"ZCCHC14",-0.513623117,0.03920355
"FBgn0024983",51290,"ERGIC2",-0.6513541,0.01858428
"FBgn0024986",25828,"TXN2",-1.505743898,0.049708228
"FBgn0025109",84945,"ABHD13",-0.720134762,0.027053059
"FBgn0025111",291,"SLC25A4",0.82860519,0.049848195
"FBgn0025111",293,"SLC25A6",0.82860519,0.049848195
"FBgn0025111",292,"SLC25A5",0.82860519,0.049848195
"FBgn0025111",83447,"SLC25A31",0.82860519,0.049848195
"FBgn0025140",8886,"DDX18",-0.739424661,0.029736877
"FBgn0025366",10412,"NSA2",-0.509343786,0.018012313
"FBgn0025373",2224,"FDPS",-1.270537153,0.012075044
"FBgn0025458",699,"BUB1",-0.783499439,0.024993938
"FBgn0025458",701,"BUB1B",-0.783499439,0.024993938
"FBgn0025571",7536,"SF1",-1.709161459,0.001111033
"FBgn0025582",3646,"EIF3E",-1.420481071,0.00058528
"FBgn0025608",23197,"FAF2",-1.307871339,0.032134942
"FBgn0025615",27433,"TOR2A",-1.355102236,0.002247107
"FBgn0025615",27348,"TOR1B",-1.355102236,0.002247107
"FBgn0025615",1861,"TOR1A",-1.355102236,0.002247107
"FBgn0025615",64222,"TOR3A",-1.355102236,0.002247107
"FBgn0025628",150209,"AIFM3",-1.052837491,0.005866572
"FBgn0025633",92521,"SPECC1",-1.109824981,0.004557576
"FBgn0025633",23384,"SPECC1L",-1.109824981,0.004557576
"FBgn0025633",135,"ADORA2A",-1.109824981,0.004557576
"FBgn0025682",813,"CALU",-1.165921758,0.00322674
"FBgn0025682",5954,"RCN1",-1.165921758,0.00322674
"FBgn0025682",57333,"RCN3",-1.165921758,0.00322674
"FBgn0025683",64137,"ABCG4",-1.122465289,0.014733236
"FBgn0025683",9619,"ABCG1",-1.122465289,0.014733236
"FBgn0025684",63910,"SLC17A9",-0.550402471,0.021740455
"FBgn0025687",10157,"AASS",-1.734571698,0.002746257
"FBgn0025700",6747,"SSR3",-1.208105163,0.000491066
"FBgn0025712",59353,"TMEM35",0.575983029,0.037382584
"FBgn0025720",11101,"ATE1",-0.488445875,0.034346716
"FBgn0025725",1314,"COPA",-0.743293474,0.036407232
"FBgn0025800",4088,"SMAD3",-0.931007814,0.006421048
"FBgn0025800",4087,"SMAD2",-0.931007814,0.006421048
"FBgn0025806",5912,"RAP2B",0.629099792,0.0303648
"FBgn0025806",5911,"RAP2A",0.629099792,0.0303648
"FBgn0025806",57826,"RAP2C",0.629099792,0.0303648
"FBgn0025807",5883,"RAD9A",0.789588949,0.002466014
"FBgn0025807",144715,"RAD9B",0.789588949,0.002466014
"FBgn0025814",9536,"PTGES",-1.699289722,0.001394884
"FBgn0025814",4257,"MGST1",-1.699289722,0.001394884
"FBgn0025815",4175,"MCM6",-1.629751544,0.0264634
"FBgn0025832",2237,"FEN1",-0.867945254,0.002208365
"FBgn0025839",4701,"NDUFA7",0.45264337,0.017446434
"FBgn0026015",5297,"PI4KA",0.73124861,0.010294797
"FBgn0026015",8940,"TOP3B",0.73124861,0.010294797
"FBgn0026060",9562,"MINPP1",-0.852350856,0.030144188
"FBgn0026080",10524,"KAT5",-0.78591397,0.040523735
"FBgn0026084",7114,"TMSB4X",-2.22454576,0.000613423
"FBgn0026147",9654,"TTLL4",0.715229939,0.003886937
"FBgn0026149",605,"BCL7A",-0.834406685,0.047547591
"FBgn0026149",9274,"BCL7C",-0.834406685,0.047547591
"FBgn0026149",9275,"BCL7B",-0.834406685,0.047547591
"FBgn0026196",51602,"NOP58",-1.705930265,0.005224958
"FBgn0026206",23321,"TRIM2",-1.36614012,0.046088746
"FBgn0026259",9669,"EIF5B",-1.759066644,0.000939768
"FBgn0026261",64960,"MRPS15",-0.506440968,0.022432169
"FBgn0026316",7332,"UBE2L3",-0.629092651,0.009217298
"FBgn0026324",6881,"TAF10",0.741734828,0.002309718
"FBgn0026361",23176,"Sep-08",-0.790832191,0.005466365
"FBgn0026361",346288,"Sep-14",-0.790832191,0.005466365
"FBgn0026361",55752,"Sep-11",-0.790832191,0.005466365
"FBgn0026361",151011,"Sep-10",-0.790832191,0.005466365
"FBgn0026361",23157,"Sep-06",-0.790832191,0.005466365
"FBgn0026371",10733,"PLK4",-0.474792702,0.018064604
"FBgn0026375",2909,"ARHGAP35",0.412676312,0.028823304
"FBgn0026375",394,"ARHGAP5",0.412676312,0.028823304
"FBgn0026380",5691,"PSMB3",-0.84930465,0.015306794
"FBgn0026400",27309,"ZNF330",0.90114283,0.022950666
"FBgn0026418",3308,"HSPA4",-1.285751112,0.001327409
"FBgn0026418",10808,"HSPH1",-1.285751112,0.001327409
"FBgn0026418",22824,"HSPA4L",-1.285751112,0.001327409
"FBgn0026562",8404,"SPARCL1",-1.817268763,0.000388551
"FBgn0026562",6678,"SPARC",-1.817268763,0.000388551
"FBgn0026570",253190,"SERHL2",-1.152471886,0.001111033
"FBgn0026585",2030,"SLC29A1",-1.217647823,0.008056015
"FBgn0026585",3177,"SLC29A2",-1.217647823,0.008056015
"FBgn0026585",55315,"SLC29A3",-1.217647823,0.008056015
"FBgn0026593",253190,"SERHL2",0.997030072,0.024363787
"FBgn0026597",8313,"AXIN2",-0.850356334,0.006618429
"FBgn0026597",8312,"AXIN1",-0.850356334,0.006618429
"FBgn0026619",6901,"TAZ",-1.270522305,0.007843101
"FBgn0026620",6867,"TACC1",-1.022399847,0.007279649
"FBgn0026620",10579,"TACC2",-1.022399847,0.007279649
"FBgn0026620",10460,"TACC3",-1.022399847,0.007279649
"FBgn0026630",10162,"LPCAT3",-0.963740481,0.013925757
"FBgn0026741",29074,"MRPL18",-0.615469983,0.006008626
